student_id,roll_number,registration_number,university_id,college_id,department_id,program_name,specialization,gender,date_of_birth,age,category,minority_status,domicile_state,nationality,family_income_range,parent_education_level,parent_occupation,first_generation_learner,scholarship_status,financial_aid_type,10th_percentage,10th_board,12th_percentage,12th_board,12th_stream,entrance_exam_score,entrance_exam_rank,admission_type,gap_years,academic_year,semester,course_code,course_name,course_type,credit_score,course_difficulty_index,faculty_id,total_lectures,lectures_attended,attendance_percentage,attendance_status,lms_login_frequency,avg_session_duration_minutes,assignment_submission_rate,late_submission_count,forum_participation_count,quiz_attempt_rate,assignment_marks_avg,quiz_marks_avg,midterm_marks,internal_assessment_total,internal_rank,improvement_trend,end_sem_marks,practical_marks,theory_marks,total_marks,percentage,grade,grade_point,sgpa,cgpa,pass_fail_status,backlog_count,study_hours_per_day,sleep_hours_avg,mobile_usage_hours,hostel_resident,commute_time_minutes,part_time_job,extracurricular_participation_level,stress_level,motivation_level,time_management_score,learning_style,career_clarity_score,self_efficacy_score,faculty_experience_years,faculty_rating_avg,student_teacher_ratio,class_size,teaching_method,course_feedback_score,library_usage_frequency,lab_access_hours,mentorship_sessions_attended,remedial_classes_attended,placement_training_participation,student_id_2,roll_number_2,department,program,academic_year_2,course_code_2,attendance_percentage_2,internal_marks,external_marks,sgpa_2,gender_2,age_2,study_hours
113,ROLL0113,REG20260113,UNI001,COL001,BCA,MCA,Cloud,Female,2000-10-20,26,SC,Yes,Delhi,Indian,10L+,10th,Farmer,No,Yes,Government,72.24,State Board,97.08,State Board,Commerce,73,3164,Merit,2,2025-26,4,CS353,Data Structures,Core,3,2.66,FAC014,44,47,79.12,Shortage,29,30,81.94,0,6,66.13,82.1,68.74,24,21,88,Stable,53,22,58,74,74.0,C,7.85,6.11,8.6,Fail,0,6.7,7.5,5.9,Yes,39,Yes,Medium,Medium,High,9,Visual,3,2,20,4.58,57,85,Traditional,4.89,1,20,5,2,Yes,113,ROLL0113,BCA,BCA,2025-26,CS192,71.46,21,53,6.11,Male,26,3.5
114,ROLL0114,REG20260114,UNI001,COL001,ECE,B.Tech,DS,Female,2004-08-27,22,SC,No,Bihar,Indian,0-2L,10th,Business,Yes,Yes,None,73.71,ICSE,76.4,ICSE,Arts,65,4086,Management,2,2025-26,5,CS351,ML,Elective,3,2.05,FAC004,48,53,81.63,Shortage,29,82,78.1,5,11,96.62,64.98,70.62,26,38,79,Upward,56,30,43,94,94.0,D,6.23,8.79,6.19,Pass,0,2.5,7.5,5.1,Yes,23,No,High,High,Low,5,Visual,3,9,6,4.27,54,117,Online,3.79,8,20,3,5,No,114,ROLL0114,CSE,MCA,2025-26,CS148,90.34,38,56,8.79,Female,22,7.1
115,ROLL0115,REG20260115,UNI001,COL001,CSE,MCA,Cyber Security,Male,2003-12-07,23,SC,No,Punjab,Indian,5-10L,10th,Business,Yes,No,Private,76.94,State Board,97.62,CBSE,Commerce,148,1614,Entrance,2,2025-26,2,CS397,ML,Elective,3,1.75,FAC003,49,43,80.56,Shortage,13,95,71.41,2,6,73.98,59.35,62.25,19,27,45,Downward,40,32,51,67,67.0,A,8.0,8.44,6.15,Pass,2,7.7,7.2,3.5,Yes,20,No,High,Low,Low,7,Visual,2,8,10,3.39,48,106,Online,4.76,10,7,5,0,Yes,115,ROLL0115,ECE,B.Tech,2025-26,CS201,79.39,27,40,8.44,Female,23,7.3
116,ROLL0116,REG20260116,UNI001,COL001,CSE,BCA,Cyber Security,Female,2004-05-13,22,General,Yes,Bihar,Indian,5-10L,Graduate,Service,Yes,No,Private,94.98,ICSE,71.47,ICSE,Science,51,1784,Management,1,2025-26,1,CS178,OS,Elective,3,4.53,FAC016,50,51,67.68,Regular,9,88,74.79,3,3,73.15,61.13,73.66,16,30,16,Downward,45,26,54,75,75.0,D,8.27,8.88,9.01,Pass,1,7.5,5.0,3.8,Yes,37,No,High,Medium,High,4,Auditory,7,4,15,4.42,28,39,Hybrid,4.94,7,18,1,3,No,116,ROLL0116,CSE,B.Tech,2025-26,CS260,66.82,30,45,8.88,Female,22,2.8
117,ROLL0117,REG20260117,UNI001,COL001,CSE,B.Tech,DS,Male,2003-11-07,23,OBC,No,Haryana,Indian,2-5L,Graduate,Self-employed,No,Yes,None,81.81,ICSE,85.04,CBSE,Science,107,2686,Management,2,2025-26,1,CS420,DBMS,Core,4,2.65,FAC004,58,49,98.17,Regular,11,24,96.56,5,5,71.98,59.8,66.98,30,24,80,Downward,56,23,51,80,80.0,B,6.27,8.1,9.03,Pass,2,5.3,6.2,3.3,No,56,Yes,Medium,High,Low,10,Visual,4,3,20,3.26,57,117,Online,4.98,8,9,6,0,No,117,ROLL0117,ECE,B.Tech,2025-26,CS153,72.09,24,56,8.1,Male,23,6.7
118,ROLL0118,REG20260118,UNI001,COL001,CSE,B.Tech,Cloud,Male,2000-10-26,26,SC,Yes,Punjab,Indian,5-10L,Postgraduate,Farmer,Yes,No,Private,65.59,CBSE,63.48,State Board,Arts,64,2367,Merit,0,2025-26,3,CS167,Data Structures,Elective,4,1.68,FAC014,52,40,90.21,Shortage,16,35,89.98,2,17,76.64,71.53,60.17,16,28,83,Stable,57,39,44,85,85.0,A,7.15,6.31,9.14,Pass,3,3.8,7.1,2.2,No,22,Yes,Medium,Low,Medium,6,Kinesthetic,3,4,24,4.2,31,44,Traditional,4.45,6,14,9,1,Yes,118,ROLL0118,BCA,MCA,2025-26,CS459,90.42,28,57,6.31,Female,26,4.3
119,ROLL0119,REG20260119,UNI001,COL001,ECE,MCA,Cyber Security,Female,2002-05-24,24,General,No,Bihar,Indian,5-10L,12th,Farmer,Yes,No,Private,75.46,CBSE,73.13,CBSE,Science,52,72,Management,1,2025-26,6,CS179,DBMS,Core,4,3.0,FAC016,52,38,87.1,Shortage,5,54,88.73,4,19,90.17,81.49,63.63,23,30,34,Downward,57,39,42,87,87.0,C,9.08,8.46,7.44,Fail,0,4.1,7.8,2.7,Yes,16,No,High,Medium,Low,2,Kinesthetic,6,10,25,3.52,29,52,Online,3.09,1,14,5,5,No,119,ROLL0119,ECE,B.Tech,2025-26,CS422,87.93,30,57,8.46,Female,24,2.3
120,ROLL0120,REG20260120,UNI001,COL001,ECE,MCA,AI,Male,2005-01-01,21,General,No,Delhi,Indian,10L+,12th,Self-employed,No,No,Private,69.89,CBSE,70.5,CBSE,Commerce,193,4,Management,2,2025-26,6,CS345,ML,Core,5,2.39,FAC012,43,44,69.26,Shortage,13,112,79.3,5,0,81.02,94.59,85.35,16,22,25,Upward,54,36,51,76,76.0,D,7.37,9.11,7.93,Pass,0,7.7,5.0,5.7,Yes,55,No,High,High,High,2,Auditory,4,4,5,3.48,21,95,Hybrid,3.23,4,13,1,1,No,120,ROLL0120,BCA,MCA,2025-26,CS206,74.8,22,54,9.11,Female,21,2.3
121,ROLL0121,REG20260121,UNI001,COL001,MCA,MCA,Software Engg,Male,2005-05-24,21,SC,No,Haryana,Indian,2-5L,12th,Farmer,Yes,No,Government,74.42,CBSE,74.52,State Board,Science,163,1069,Entrance,0,2025-26,5,CS197,Data Structures,Elective,4,4.43,FAC005,58,45,84.08,Shortage,7,54,94.33,4,13,60.9,56.67,51.66,20,23,35,Stable,41,21,56,64,64.0,D,8.61,6.3,7.84,Fail,1,2.1,6.5,2.1,No,59,No,Low,High,Low,5,Auditory,4,8,10,4.67,51,65,Traditional,3.83,1,19,6,5,Yes,121,ROLL0121,CSE,MCA,2025-26,CS164,87.95,23,41,6.3,Female,21,5.4
122,ROLL0122,REG20260122,UNI001,COL001,CSE,MCA,Software Engg,Female,2000-11-20,26,ST,No,Punjab,Indian,2-5L,Postgraduate,Business,Yes,No,Private,66.0,CBSE,83.41,State Board,Commerce,163,1880,Entrance,0,2025-26,6,CS267,Data Structures,Elective,5,1.08,FAC011,40,53,84.28,Regular,16,74,71.72,3,0,60.08,80.16,70.43,20,28,33,Downward,53,25,46,81,81.0,B,9.39,8.59,7.48,Pass,2,3.6,5.2,5.9,Yes,28,Yes,Low,Medium,High,9,Auditory,2,6,13,3.96,25,40,Traditional,3.0,7,14,9,1,No,122,ROLL0122,CSE,BCA,2025-26,CS479,62.31,28,53,8.59,Female,26,3.8
123,ROLL0123,REG20260123,UNI001,COL001,ECE,BCA,AI,Male,2001-11-01,25,General,Yes,Punjab,Indian,10L+,12th,Service,Yes,Yes,Private,97.11,CBSE,81.13,ICSE,Commerce,55,851,Management,2,2025-26,2,CS141,ML,Core,5,3.11,FAC020,42,39,91.23,Shortage,14,81,94.73,3,3,72.18,53.72,88.46,27,28,33,Stable,43,21,46,71,71.0,D,6.9,8.56,6.83,Fail,3,4.2,5.9,5.8,No,46,Yes,High,Medium,High,5,Kinesthetic,6,4,5,4.13,42,117,Traditional,3.83,7,13,3,3,Yes,123,ROLL0123,BCA,BCA,2025-26,CS291,97.23,28,43,8.56,Male,25,2.7
124,ROLL0124,REG20260124,UNI001,COL001,MCA,BCA,AI,Female,2004-04-20,22,General,No,Punjab,Indian,10L+,10th,Service,Yes,No,None,79.69,CBSE,73.87,ICSE,Science,144,3148,Entrance,1,2025-26,6,CS111,Python,Core,5,2.06,FAC016,46,42,83.34,Regular,5,80,72.89,0,2,73.08,82.08,70.82,16,37,25,Upward,45,36,42,82,82.0,D,9.17,6.34,6.84,Pass,2,4.4,5.2,5.7,Yes,13,No,Low,High,High,10,Auditory,1,4,20,3.33,21,67,Traditional,3.14,10,9,9,3,Yes,124,ROLL0124,MCA,BCA,2025-26,CS261,69.9,37,45,6.34,Female,22,6.9
125,ROLL0125,REG20260125,UNI001,COL001,BCA,MCA,Software Engg,Female,2000-12-15,26,ST,No,UP,Indian,0-2L,10th,Service,Yes,Yes,Private,86.55,State Board,92.19,ICSE,Arts,185,2698,Merit,1,2025-26,3,CS458,DBMS,Elective,3,1.28,FAC016,51,45,64.98,Shortage,19,66,99.72,5,12,84.84,64.86,93.75,17,40,19,Stable,44,40,60,84,84.0,B,7.62,7.25,6.31,Pass,3,5.0,5.1,4.2,No,56,Yes,High,Medium,High,6,Auditory,3,2,5,4.76,55,50,Online,3.29,1,15,0,0,Yes,125,ROLL0125,ECE,MCA,2025-26,CS345,60.8,40,44,7.25,Male,26,6.0
126,ROLL0126,REG20260126,UNI001,COL001,MCA,MCA,AI,Male,2001-12-24,25,SC,No,Haryana,Indian,2-5L,Postgraduate,Service,Yes,Yes,Government,97.6,ICSE,79.42,CBSE,Arts,162,1098,Entrance,0,2025-26,5,CS232,ML,Core,4,4.47,FAC009,50,42,65.16,Regular,11,77,72.81,2,3,87.48,72.43,73.98,25,37,18,Downward,56,37,44,93,93.0,B,7.27,8.26,7.3,Pass,2,4.2,6.8,3.8,Yes,53,No,Low,Medium,Low,8,Kinesthetic,6,4,25,3.1,27,80,Online,3.9,1,8,1,2,Yes,126,ROLL0126,CSE,B.Tech,2025-26,CS454,99.66,37,56,8.26,Female,25,6.9
127,ROLL0127,REG20260127,UNI001,COL001,IT,MCA,Cloud,Male,2000-06-11,26,OBC,No,Delhi,Indian,10L+,12th,Business,No,Yes,Government,75.09,ICSE,79.68,ICSE,Arts,189,4882,Entrance,0,2025-26,4,CS222,ML,Core,3,4.67,FAC010,46,48,95.42,Regular,24,84,84.52,3,16,80.28,76.21,83.77,24,28,96,Upward,56,21,56,84,84.0,C,7.79,9.77,6.29,Fail,1,6.3,6.6,4.4,No,25,Yes,Low,Medium,Medium,9,Visual,10,5,22,3.3,48,77,Online,4.79,1,20,3,0,Yes,127,ROLL0127,ECE,BCA,2025-26,CS124,61.62,28,56,9.77,Male,26,5.5
128,ROLL0128,REG20260128,UNI001,COL001,CSE,MCA,DS,Male,2000-09-24,26,SC,Yes,Delhi,Indian,5-10L,Postgraduate,Service,Yes,Yes,Private,75.43,CBSE,95.21,CBSE,Science,186,4499,Entrance,0,2025-26,4,CS203,ML,Core,2,1.61,FAC006,59,42,98.15,Shortage,29,84,89.0,0,6,96.62,82.54,68.35,26,28,2,Stable,45,23,41,73,73.0,D,7.94,9.55,7.49,Fail,0,3.5,5.9,3.2,No,6,No,Low,High,Low,2,Kinesthetic,8,2,8,4.21,54,94,Traditional,3.48,5,5,1,0,No,128,ROLL0128,IT,B.Tech,2025-26,CS270,76.01,28,45,9.55,Female,26,2.6
129,ROLL0129,REG20260129,UNI001,COL001,IT,B.Tech,Software Engg,Male,2002-03-14,24,ST,Yes,Delhi,Indian,10L+,12th,Farmer,No,No,Private,77.54,CBSE,95.5,ICSE,Arts,198,158,Management,1,2025-26,2,CS180,DBMS,Core,3,2.41,FAC006,48,32,99.5,Regular,11,37,77.79,4,10,96.89,62.64,72.36,30,31,96,Upward,56,38,43,87,87.0,B,9.35,8.33,6.5,Pass,1,4.0,7.9,2.3,No,50,No,Low,Medium,Low,1,Kinesthetic,2,7,13,4.33,35,43,Hybrid,4.36,5,11,2,3,Yes,129,ROLL0129,BCA,MCA,2025-26,CS195,84.21,31,56,8.33,Male,24,6.9
130,ROLL0130,REG20260130,UNI001,COL001,MCA,MCA,AI,Female,2004-07-30,22,General,Yes,UP,Indian,2-5L,10th,Business,Yes,No,Private,93.72,State Board,62.04,ICSE,Arts,131,1639,Entrance,1,2025-26,3,CS219,ML,Core,2,1.33,FAC018,42,42,66.47,Regular,15,40,83.46,3,12,93.99,58.0,78.67,24,28,100,Downward,43,33,44,71,71.0,D,9.85,7.97,6.12,Pass,2,2.1,6.5,4.5,Yes,33,No,Low,Medium,High,4,Kinesthetic,1,9,12,3.12,55,61,Traditional,3.18,6,11,9,2,Yes,130,ROLL0130,CSE,BCA,2025-26,CS471,74.21,28,43,7.97,Female,22,6.6
131,ROLL0131,REG20260131,UNI001,COL001,BCA,MCA,Cloud,Female,2003-05-24,23,SC,Yes,Punjab,Indian,5-10L,10th,Service,No,Yes,Government,74.9,State Board,77.48,CBSE,Arts,145,4127,Entrance,1,2025-26,1,CS385,Python,Elective,5,4.94,FAC006,55,43,63.55,Shortage,7,94,75.61,5,10,84.6,53.45,75.51,25,29,81,Downward,59,37,44,88,88.0,B,6.9,6.55,8.29,Pass,1,6.1,6.2,2.1,No,12,No,High,Medium,High,6,Visual,4,3,12,3.38,23,59,Online,4.06,1,17,4,3,Yes,131,ROLL0131,BCA,B.Tech,2025-26,CS237,62.03,29,59,6.55,Female,23,5.3
132,ROLL0132,REG20260132,UNI001,COL001,BCA,BCA,Cloud,Male,2003-01-06,23,General,No,UP,Indian,5-10L,12th,Business,Yes,Yes,None,61.32,ICSE,86.3,State Board,Science,163,4921,Management,0,2025-26,1,CS106,Data Structures,Elective,2,3.66,FAC003,40,48,97.24,Regular,25,77,97.64,2,15,95.32,52.94,89.06,16,35,78,Stable,45,29,60,80,80.0,B,6.94,6.95,7.2,Pass,3,3.4,7.5,5.2,No,14,Yes,Medium,High,Low,8,Kinesthetic,4,10,21,3.78,57,70,Traditional,3.22,6,19,9,0,Yes,132,ROLL0132,CSE,MCA,2025-26,CS284,96.2,35,45,6.95,Female,23,2.3
133,ROLL0133,REG20260133,UNI001,COL001,MCA,B.Tech,Cyber Security,Female,2003-09-12,23,SC,Yes,Punjab,Indian,5-10L,Graduate,Self-employed,No,No,None,92.19,CBSE,63.69,State Board,Science,118,2567,Entrance,1,2025-26,2,CS193,Data Structures,Core,4,2.5,FAC020,52,57,70.54,Shortage,10,76,86.53,3,12,66.27,83.15,92.82,28,20,74,Upward,48,39,41,68,68.0,C,7.33,7.03,8.06,Fail,0,2.6,6.3,2.5,No,32,Yes,Low,High,Low,4,Auditory,8,2,9,3.41,31,77,Online,4.51,5,19,9,1,No,133,ROLL0133,BCA,BCA,2025-26,CS272,71.06,20,48,7.03,Male,23,7.1
134,ROLL0134,REG20260134,UNI001,COL001,CSE,BCA,DS,Female,2001-11-17,25,SC,No,Delhi,Indian,5-10L,12th,Service,No,No,None,80.91,ICSE,90.03,ICSE,Commerce,72,1008,Entrance,1,2025-26,2,CS256,ML,Core,2,3.61,FAC002,40,49,62.77,Shortage,10,39,84.89,0,15,70.51,52.79,64.16,23,24,32,Downward,42,30,44,66,66.0,B,7.76,6.92,8.24,Pass,0,8.0,6.5,2.6,Yes,40,No,Low,High,High,3,Visual,8,8,12,4.76,29,52,Traditional,3.97,9,20,3,0,Yes,134,ROLL0134,MCA,B.Tech,2025-26,CS432,60.6,24,42,6.92,Female,25,7.1
135,ROLL0135,REG20260135,UNI001,COL001,MCA,B.Tech,AI,Male,2001-08-24,25,General,Yes,Delhi,Indian,2-5L,10th,Business,No,Yes,Government,69.62,State Board,92.16,ICSE,Commerce,81,2719,Merit,2,2025-26,4,CS137,Python,Core,3,4.07,FAC002,47,47,97.98,Regular,16,48,71.73,2,19,77.71,94.69,63.26,23,40,95,Upward,55,29,54,95,95.0,B,7.62,6.04,8.25,Pass,1,2.7,5.7,2.6,Yes,47,Yes,High,Medium,Low,5,Visual,2,4,10,4.14,20,88,Online,3.26,7,5,9,4,No,135,ROLL0135,CSE,MCA,2025-26,CS248,67.6,40,55,6.04,Female,25,3.5
136,ROLL0136,REG20260136,UNI001,COL001,IT,B.Tech,Cloud,Male,2004-04-30,22,ST,Yes,Haryana,Indian,2-5L,Graduate,Self-employed,No,No,Private,89.01,ICSE,76.23,State Board,Arts,174,1650,Merit,2,2025-26,1,CS246,OS,Core,4,2.1,FAC011,48,51,63.3,Shortage,6,99,77.18,4,12,65.47,68.21,73.8,19,39,6,Stable,53,24,46,92,92.0,A,8.3,6.42,6.77,Pass,1,7.7,5.9,6.0,Yes,40,Yes,Low,High,High,6,Visual,7,6,18,4.72,36,63,Traditional,4.52,8,14,3,1,Yes,136,ROLL0136,CSE,MCA,2025-26,CS363,68.76,39,53,6.42,Male,22,8.0
137,ROLL0137,REG20260137,UNI001,COL001,MCA,BCA,Software Engg,Male,2001-10-08,25,SC,Yes,Punjab,Indian,10L+,10th,Service,No,Yes,Private,74.06,ICSE,69.42,CBSE,Arts,108,3496,Entrance,0,2025-26,4,CS358,Data Structures,Core,2,2.04,FAC014,60,30,89.95,Regular,25,73,89.83,5,19,98.91,59.74,77.56,27,21,58,Upward,46,28,59,67,67.0,C,8.23,9.61,8.52,Pass,3,5.6,6.0,3.0,No,33,Yes,Low,High,Medium,10,Visual,2,7,7,4.45,50,82,Online,3.39,5,6,1,5,Yes,137,ROLL0137,BCA,B.Tech,2025-26,CS135,75.19,21,46,9.61,Male,25,7.0
138,ROLL0138,REG20260138,UNI001,COL001,BCA,MCA,Software Engg,Male,2002-09-16,24,SC,No,Haryana,Indian,2-5L,Graduate,Self-employed,Yes,No,Government,82.21,ICSE,62.14,CBSE,Commerce,153,3728,Merit,1,2025-26,1,CS213,OS,Elective,5,1.86,FAC012,54,49,79.42,Regular,23,49,81.3,2,17,62.05,88.16,89.83,27,28,20,Upward,53,28,51,81,81.0,D,6.52,8.92,7.67,Fail,3,3.1,6.1,2.1,Yes,34,Yes,Low,High,High,1,Kinesthetic,10,4,14,4.66,20,101,Online,4.1,1,8,0,2,No,138,ROLL0138,CSE,MCA,2025-26,CS149,75.95,28,53,8.92,Female,24,3.8
139,ROLL0139,REG20260139,UNI001,COL001,MCA,BCA,DS,Male,2000-12-15,26,SC,No,Delhi,Indian,5-10L,Graduate,Business,No,Yes,Government,81.36,ICSE,65.45,CBSE,Commerce,103,2294,Entrance,1,2025-26,5,CS194,OS,Elective,4,3.91,FAC012,50,53,83.88,Shortage,21,92,77.69,4,16,82.22,77.62,57.03,18,36,8,Downward,51,30,47,87,87.0,B,6.78,7.85,7.36,Pass,3,7.2,7.6,3.3,No,44,No,Medium,High,High,4,Auditory,3,7,23,4.64,23,38,Online,4.38,7,17,2,2,Yes,139,ROLL0139,IT,BCA,2025-26,CS441,87.61,36,51,7.85,Male,26,4.1
140,ROLL0140,REG20260140,UNI001,COL001,CSE,B.Tech,Cyber Security,Female,2003-06-03,23,OBC,Yes,UP,Indian,0-2L,Graduate,Farmer,No,Yes,None,92.39,State Board,92.65,ICSE,Arts,50,708,Management,1,2025-26,6,CS397,OS,Elective,5,1.65,FAC014,42,37,70.04,Shortage,25,60,74.64,2,7,67.52,82.82,76.7,28,20,55,Downward,40,25,45,60,60.0,D,6.51,6.53,6.53,Fail,3,2.2,6.4,5.1,Yes,46,Yes,Medium,Low,High,10,Kinesthetic,9,1,25,3.77,28,114,Traditional,3.25,8,10,2,1,No,140,ROLL0140,BCA,BCA,2025-26,CS250,61.61,20,40,6.53,Male,23,2.4
141,ROLL0141,REG20260141,UNI001,COL001,BCA,BCA,Cyber Security,Male,2001-12-26,25,ST,No,Haryana,Indian,5-10L,Graduate,Farmer,No,No,Private,86.72,State Board,63.69,ICSE,Science,55,1798,Merit,1,2025-26,5,CS229,OS,Core,3,2.2,FAC019,58,48,96.71,Regular,13,53,81.79,0,20,98.21,51.67,63.15,25,24,77,Stable,50,36,49,74,74.0,C,7.71,6.03,7.27,Fail,3,2.7,7.3,2.2,No,28,Yes,High,Medium,Medium,5,Kinesthetic,1,9,11,4.34,44,87,Traditional,3.47,6,12,7,4,No,141,ROLL0141,BCA,BCA,2025-26,CS353,97.06,24,50,6.03,Female,25,7.2
142,ROLL0142,REG20260142,UNI001,COL001,BCA,B.Tech,Cloud,Female,2001-10-01,25,General,No,Haryana,Indian,10L+,Graduate,Service,No,Yes,Government,62.62,State Board,79.54,ICSE,Arts,132,1492,Management,2,2025-26,5,CS423,Data Structures,Core,3,2.27,FAC008,46,59,86.33,Shortage,5,72,82.5,5,18,64.76,68.88,54.28,15,25,63,Stable,53,40,49,78,78.0,C,8.63,6.63,6.03,Pass,1,2.3,5.2,2.1,No,5,No,Medium,Low,Low,4,Auditory,10,10,11,3.4,27,71,Online,4.43,6,17,5,3,No,142,ROLL0142,BCA,BCA,2025-26,CS169,79.84,25,53,6.63,Male,25,7.2
143,ROLL0143,REG20260143,UNI001,COL001,BCA,B.Tech,Software Engg,Male,2002-09-13,24,ST,No,UP,Indian,2-5L,12th,Service,Yes,No,None,76.82,ICSE,63.52,CBSE,Arts,108,3969,Merit,1,2025-26,3,CS283,Python,Core,4,4.63,FAC020,46,35,94.72,Shortage,27,108,70.55,2,18,67.45,84.47,72.67,21,25,49,Stable,49,35,50,74,74.0,B,8.14,8.48,7.69,Pass,1,4.6,7.0,5.6,No,7,No,Low,High,Low,4,Kinesthetic,10,2,9,3.9,35,63,Traditional,3.36,9,12,1,4,No,143,ROLL0143,ECE,MCA,2025-26,CS128,73.6,25,49,8.48,Female,24,7.8
144,ROLL0144,REG20260144,UNI001,COL001,ECE,BCA,Cyber Security,Female,2002-07-11,24,OBC,Yes,Haryana,Indian,0-2L,10th,Business,Yes,No,Government,89.98,State Board,96.35,State Board,Arts,70,4023,Entrance,2,2025-26,4,CS453,DBMS,Core,4,3.08,FAC019,55,50,74.77,Regular,24,81,73.92,3,4,98.43,53.79,80.66,26,30,81,Upward,56,34,58,86,86.0,A,8.81,8.26,7.04,Fail,2,6.6,5.2,5.3,Yes,50,No,Low,Low,High,2,Visual,7,5,21,4.44,56,105,Traditional,3.31,4,5,10,0,No,144,ROLL0144,ECE,BCA,2025-26,CS248,72.5,30,56,8.26,Female,24,3.9
145,ROLL0145,REG20260145,UNI001,COL001,ECE,MCA,Software Engg,Male,2002-11-14,24,SC,Yes,Delhi,Indian,0-2L,12th,Farmer,Yes,No,Private,80.1,ICSE,80.24,CBSE,Arts,173,119,Merit,2,2025-26,6,CS220,ML,Core,4,4.42,FAC018,51,44,77.52,Shortage,23,67,92.07,3,7,82.91,70.95,62.78,28,26,38,Downward,49,37,44,75,75.0,C,6.6,6.0,8.01,Pass,1,6.3,5.9,3.4,No,9,Yes,High,Low,High,10,Auditory,8,2,13,3.65,59,119,Traditional,3.9,9,10,6,4,Yes,145,ROLL0145,IT,BCA,2025-26,CS270,77.44,26,49,6.0,Male,24,3.5
146,ROLL0146,REG20260146,UNI001,COL001,CSE,BCA,Cyber Security,Male,2005-01-11,21,OBC,No,Bihar,Indian,0-2L,10th,Farmer,No,No,None,86.22,CBSE,74.75,State Board,Commerce,120,4143,Management,2,2025-26,1,CS362,Data Structures,Elective,5,1.61,FAC003,46,43,78.09,Regular,17,78,85.65,2,20,96.91,82.88,68.31,26,23,56,Downward,59,32,55,82,82.0,D,6.42,7.25,7.21,Fail,2,7.2,5.3,4.5,No,39,Yes,Medium,Medium,High,6,Kinesthetic,1,10,12,4.96,28,85,Online,4.73,2,9,7,3,No,146,ROLL0146,BCA,MCA,2025-26,CS206,74.08,23,59,7.25,Male,21,6.0
147,ROLL0147,REG20260147,UNI001,COL001,MCA,MCA,Cloud,Male,2004-06-07,22,OBC,No,UP,Indian,10L+,12th,Self-employed,Yes,Yes,None,93.69,ICSE,74.83,ICSE,Arts,200,2394,Entrance,2,2025-26,2,CS139,ML,Elective,4,4.18,FAC008,57,60,84.94,Regular,13,74,89.13,5,9,87.73,92.7,81.94,23,34,88,Upward,42,35,44,76,76.0,C,6.13,7.39,8.32,Pass,1,7.9,6.7,2.1,Yes,15,Yes,Low,Medium,High,1,Auditory,8,2,17,4.59,48,106,Traditional,3.74,7,10,3,5,Yes,147,ROLL0147,CSE,BCA,2025-26,CS115,86.51,34,42,7.39,Male,22,7.5
148,ROLL0148,REG20260148,UNI001,COL001,IT,BCA,DS,Male,2000-11-04,26,General,No,Bihar,Indian,10L+,Postgraduate,Self-employed,Yes,No,Government,92.11,ICSE,60.67,State Board,Commerce,188,3303,Management,0,2025-26,4,CS409,OS,Core,3,2.96,FAC004,60,43,94.65,Shortage,23,97,73.74,5,19,76.33,59.86,53.33,26,31,89,Downward,53,25,47,84,84.0,B,6.36,7.98,6.23,Pass,2,4.5,7.1,4.9,No,55,Yes,Low,High,Medium,2,Visual,1,1,6,3.6,29,77,Online,3.01,5,16,7,5,Yes,148,ROLL0148,BCA,MCA,2025-26,CS482,83.29,31,53,7.98,Female,26,4.3
149,ROLL0149,REG20260149,UNI001,COL001,IT,BCA,Cloud,Male,2000-08-30,26,ST,No,UP,Indian,2-5L,Graduate,Service,Yes,No,Private,95.1,ICSE,85.51,ICSE,Commerce,154,4787,Entrance,0,2025-26,1,CS359,OS,Elective,5,4.46,FAC014,46,58,75.29,Shortage,20,41,87.55,0,1,93.09,79.31,51.93,25,34,20,Downward,60,39,42,94,94.0,A,9.81,9.37,8.8,Fail,3,2.1,7.4,2.8,No,10,Yes,Low,Low,Medium,5,Auditory,3,2,21,4.42,56,97,Hybrid,4.24,9,15,9,5,Yes,149,ROLL0149,ECE,B.Tech,2025-26,CS169,91.34,34,60,9.37,Male,26,5.8
150,ROLL0150,REG20260150,UNI001,COL001,IT,MCA,AI,Male,2004-03-10,22,ST,No,Punjab,Indian,0-2L,Graduate,Self-employed,No,Yes,Government,75.37,CBSE,76.35,CBSE,Arts,128,744,Merit,2,2025-26,3,CS207,ML,Core,2,1.39,FAC017,45,35,95.92,Regular,30,37,82.43,3,6,92.86,67.32,62.23,27,36,80,Downward,45,27,46,81,81.0,B,9.0,8.11,6.82,Fail,1,6.5,6.3,2.9,No,48,Yes,Low,High,Medium,2,Auditory,7,1,9,3.33,27,57,Hybrid,4.25,7,20,4,0,Yes,150,ROLL0150,MCA,B.Tech,2025-26,CS164,60.58,36,45,8.11,Male,22,5.0
